Incident_No,Force_Type,Incident_Date,Race,Gender,Age,Precinct,Neighborhood,Is911Call
16-044925,Level 1 - Use of Force,2016/02/09 04:04:46+00,2.0,1.0,26.0,1,Downtown West,1.0
16-044925,Level 1 - Use of Force,2016/02/09 04:04:46+00,2.0,1.0,26.0,1,Downtown West,1.0
16-044925,Level 1 - Use of Force,2016/02/09 04:04:46+00,2.0,1.0,26.0,1,Downtown West,1.0
16-045062,Level 1 - Use of Force,2016/02/09 09:43:23+00,3.0,0.0,38.0,1,Downtown West,0.0
16-045354,Level 1 - Use of Force,2016/02/09 14:09:19+00,1.0,1.0,51.0,3,Midtown Phillips,1.0
16-045354,Level 1 - Use of Force,2016/02/09 14:09:19+00,1.0,1.0,51.0,3,Midtown Phillips,1.0
16-045354,Level 1 - Use of Force,2016/02/09 14:09:19+00,1.0,1.0,51.0,3,Midtown Phillips,1.0
16-047427,Level 1 - Use of Force,2016/02/11 01:57:11+00,1.0,1.0,23.0,2,Waite Park,1.0
16-047966,Level 3 - Use of Force,2016/02/11 14:40:08+00,1.0,1.0,39.0,4,Cleveland,0.0
16-048874,Level 1 - Use of Force,2016/02/12 04:47:41+00,2.0,0.0,24.0,2,Northeast Park,1.0
16-048874,Level 1 - Use of Force,2016/02/12 04:47:41+00,2.0,0.0,24.0,2,Northeast Park,1.0
16-048874,Level 1 - Use of Force,2016/02/12 04:47:41+00,2.0,0.0,24.0,2,Northeast Park,1.0
16-048874,Level 1 - Use of Force,2016/02/12 04:47:41+00,2.0,0.0,24.0,2,Northeast Park,1.0
16-048874,Level 1 - Use of Force,2016/02/12 04:47:41+00,2.0,0.0,24.0,2,Northeast Park,1.0
16-048874,Level 1 - Use of Force,2016/02/12 04:47:41+00,2.0,0.0,24.0,2,Northeast Park,1.0
16-048874,Level 1 - Use of Force,2016/02/12 04:47:41+00,2.0,0.0,24.0,2,Northeast Park,1.0
16-049524,Level 1 - Use of Force,2016/02/12 19:01:03+00,1.0,1.0,0.0,4,Jordan,1.0
16-049524,Level 1 - Use of Force,2016/02/12 19:01:03+00,1.0,1.0,0.0,4,Jordan,1.0
16-049524,Level 1 - Use of Force,2016/02/12 19:01:03+00,1.0,1.0,0.0,4,Jordan,1.0
16-049524,Level 1 - Use of Force,2016/02/12 19:01:03+00,1.0,1.0,0.0,4,Jordan,1.0
16-049984,Level 1 - Use of Force,2016/02/13 01:41:19+00,1.0,1.0,37.0,3,Ventura Village,0.0
16-049984,Level 1 - Use of Force,2016/02/13 01:41:19+00,1.0,1.0,37.0,3,Ventura Village,0.0
16-050508,Level 1 - Use of Force,2016/02/13 17:24:43+00,2.0,1.0,30.0,5,Whittier,0.0
16-050508,Level 1 - Use of Force,2016/02/13 17:24:43+00,2.0,1.0,30.0,5,Whittier,0.0
16-050768,Level 1 - Use of Force,2016/02/13 21:27:56+00,1.0,1.0,20.0,1,Downtown West,0.0
16-051031,Level 1 - Use of Force,2016/02/14 01:08:58+00,2.0,1.0,35.0,2,Columbia Park,1.0
16-051105,Level 1 - Use of Force,2016/02/14 02:39:54+00,1.0,1.0,40.0,1,Downtown West,0.0
16-051105,Level 1 - Use of Force,2016/02/14 02:39:54+00,1.0,1.0,40.0,1,Downtown West,0.0
16-051105,Level 1 - Use of Force,2016/02/14 02:39:54+00,1.0,1.0,40.0,1,Downtown West,0.0
16-051105,Level 1 - Use of Force,2016/02/14 02:39:54+00,1.0,1.0,40.0,1,Downtown West,0.0
16-051137,Level 1 - Use of Force,2016/02/14 03:14:19+00,1.0,1.0,28.0,1,Downtown West,0.0
16-051177,Level 1 - Use of Force,2016/02/14 04:50:22+00,1.0,1.0,32.0,1,Loring Park,1.0
16-051177,Level 1 - Use of Force,2016/02/14 04:50:22+00,1.0,1.0,32.0,1,Loring Park,1.0
16-051990,Level 1 - Use of Force,2016/02/15 02:41:31+00,2.0,1.0,23.0,4,Near - North,0.0
16-051990,Level 1 - Use of Force,2016/02/15 02:41:31+00,2.0,1.0,23.0,4,Near - North,0.0
16-051990,Level 1 - Use of Force,2016/02/15 02:41:31+00,2.0,1.0,23.0,4,Near - North,0.0
16-051990,Level 1 - Use of Force,2016/02/15 02:41:31+00,2.0,1.0,23.0,4,Near - North,0.0
16-051990,Level 1 - Use of Force,2016/02/15 02:41:31+00,2.0,1.0,23.0,4,Near - North,0.0
16-051990,Level 1 - Use of Force,2016/02/15 02:41:31+00,2.0,1.0,23.0,4,Near - North,0.0
16-052001,Level 1 - Use of Force,2016/02/15 03:10:11+00,1.0,1.0,33.0,4,Jordan,1.0
16-052001,Level 1 - Use of Force,2016/02/15 03:10:11+00,1.0,1.0,33.0,4,Jordan,1.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052554,Level 1 - Use of Force,2016/02/15 17:34:53+00,1.0,1.0,52.0,4,Near - North,0.0
16-052899,Level 1 - Use of Force,2016/02/15 22:58:40+00,2.0,0.0,36.0,5,Whittier,0.0
16-053068,Level 1 - Use of Force,2016/02/16 03:27:49+00,3.0,1.0,49.0,3,Central,0.0
16-053068,Level 1 - Use of Force,2016/02/16 03:27:49+00,3.0,1.0,49.0,3,Central,0.0
16-053068,Level 1 - Use of Force,2016/02/16 03:27:49+00,3.0,1.0,49.0,3,Central,0.0
16-053068,Level 1 - Use of Force,2016/02/16 03:27:49+00,3.0,1.0,49.0,3,Central,0.0
16-056172,Level 1 - Use of Force,2016/02/18 16:15:40+00,1.0,1.0,47.0,4,Harrison,1.0
16-056645,Level 1 - Use of Force,2016/02/18 22:29:33+00,1.0,0.0,34.0,1,Cedar Riverside,1.0
16-057310,Level 2 - Use of Force,2016/02/19 13:04:00+00,2.0,1.0,36.0,3,Central,1.0
16-057310,Level 1 - Use of Force,2016/02/19 13:04:00+00,2.0,1.0,36.0,3,Central,1.0
16-057310,Level 1 - Use of Force,2016/02/19 13:04:00+00,2.0,1.0,36.0,3,Central,1.0
16-057987,Level 1 - Use of Force,2016/02/19 21:30:31+00,3.0,1.0,25.0,3,Powderhorn Park,1.0
16-058430,Level 1 - Use of Force,2016/02/20 02:09:52+00,4.0,3.0,0.0,1,Downtown West,0.0
16-058430,Level 1 - Use of Force,2016/02/20 02:09:52+00,1.0,1.0,0.0,1,Downtown West,0.0
16-058515,Level 1 - Use of Force,2016/02/20 03:17:40+00,2.0,1.0,41.0,3,Elliot Park,1.0
16-058515,Level 1 - Use of Force,2016/02/20 03:17:40+00,2.0,1.0,41.0,3,Elliot Park,1.0
16-058515,Level 1 - Use of Force,2016/02/20 03:17:40+00,2.0,1.0,41.0,3,Elliot Park,1.0
16-059649,Level 2 - Use of Force,2016/02/21 01:10:02+00,2.0,0.0,21.0,1,Downtown West,0.0
16-059649,Level 2 - Use of Force,2016/02/21 01:10:02+00,2.0,1.0,22.0,1,Downtown West,0.0
16-059725,Level 2 - Use of Force,2016/02/21 02:10:49+00,1.0,1.0,24.0,1,Downtown West,0.0
16-059725,Level 1 - Use of Force,2016/02/21 02:10:49+00,1.0,1.0,24.0,1,Downtown West,0.0
16-059725,Level 1 - Use of Force,2016/02/21 02:10:49+00,1.0,1.0,20.0,1,Downtown West,0.0
16-059725,Level 1 - Use of Force,2016/02/21 02:10:49+00,1.0,1.0,20.0,1,Downtown West,0.0
16-059736,Level 1 - Use of Force,2016/02/21 02:17:55+00,1.0,1.0,21.0,1,Downtown West,0.0
16-059736,Level 1 - Use of Force,2016/02/21 02:17:55+00,1.0,1.0,21.0,1,Downtown West,0.0
16-059740,Level 1 - Use of Force,2016/02/21 02:26:09+00,2.0,1.0,25.0,1,Downtown West,0.0
16-059762,Level 1 - Use of Force,2016/02/21 02:41:24+00,,0.0,21.0,1,Downtown West,0.0
16-060291,Level 1 - Use of Force,2016/02/21 17:34:11+00,1.0,1.0,22.0,1,Downtown West,0.0
16-060764,Level 1 - Use of Force,2016/02/22 01:59:38+00,1.0,1.0,18.0,1,Downtown West,1.0
16-061281,Level 2 - Use of Force,2016/02/22 14:59:43+00,1.0,1.0,26.0,1,Downtown West,0.0
16-061988,Level 1 - Use of Force,2016/02/23 01:07:52+00,1.0,1.0,25.0,1,Downtown West,0.0
16-063254,Level 1 - Use of Force,2016/02/23 23:25:51+00,1.0,1.0,36.0,3,Hiawatha,1.0
16-064383,Level 1 - Use of Force,2016/02/24 20:00:48+00,1.0,1.0,35.0,5,Steven's Square - Loring Heights,0.0
16-066024,Level 1 - Use of Force,2016/02/25 23:26:32+00,1.0,1.0,26.0,1,Downtown East,0.0
16-066834,Level 1 - Use of Force,2016/02/26 17:23:57+00,1.0,0.0,32.0,4,McKinley,0.0
16-067662,Level 1 - Use of Force,2016/02/27 02:03:56+00,1.0,0.0,27.0,1,Downtown West,0.0
16-067673,Level 1 - Use of Force,2016/02/27 02:11:25+00,3.0,0.0,25.0,2,Windom Park,1.0
16-067686,Level 1 - Use of Force,2016/02/27 02:20:35+00,1.0,1.0,21.0,1,Downtown West,0.0
16-067686,Level 1 - Use of Force,2016/02/27 02:20:35+00,1.0,1.0,21.0,1,Downtown West,0.0
16-069025,Level 1 - Use of Force,2016/02/28 01:53:58+00,,0.0,21.0,1,Downtown West,0.0
16-069025,Level 1 - Use of Force,2016/02/28 01:53:58+00,,0.0,21.0,1,Downtown West,0.0
16-069071,Level 1 - Use of Force,2016/02/28 02:25:20+00,2.0,1.0,35.0,5,CARAG,1.0
16-069071,Level 1 - Use of Force,2016/02/28 02:25:20+00,2.0,1.0,35.0,5,CARAG,1.0
16-069071,Level 1 - Use of Force,2016/02/28 02:25:20+00,2.0,1.0,35.0,5,CARAG,1.0
16-069150,Level 1 - Use of Force,2016/02/28 04:22:03+00,3.0,1.0,30.0,3,Wenonah,1.0
16-070018,Level 1 - Use of Force,2016/02/29 02:13:30+00,1.0,1.0,16.0,1,Downtown West,0.0
16-073706,Level 1 - Use of Force,2016/03/02 22:09:08+00,1.0,1.0,32.0,1,Downtown West,0.0
16-073706,Level 1 - Use of Force,2016/03/02 22:09:08+00,1.0,1.0,32.0,1,Downtown West,0.0
16-073706,Level 1 - Use of Force,2016/03/02 22:09:08+00,1.0,1.0,32.0,1,Downtown West,0.0
16-073706,Level 1 - Use of Force,2016/03/02 22:09:08+00,1.0,1.0,32.0,1,Downtown West,0.0
16-073706,Level 2 - Use of Force,2016/03/02 22:09:08+00,1.0,1.0,32.0,1,Downtown West,0.0
16-073706,Level 2 - Use of Force,2016/03/02 22:09:08+00,1.0,1.0,32.0,1,Downtown West,0.0
16-073706,Level 1 - Use of Force,2016/03/02 22:09:08+00,1.0,1.0,32.0,1,Downtown West,0.0
16-073706,Level 1 - Use of Force,2016/03/02 22:09:08+00,1.0,1.0,32.0,1,Downtown West,0.0
16-075364,Level 1 - Use of Force,2016/03/04 02:32:34+00,2.0,1.0,22.0,2,Windom Park,1.0
16-075364,Level 1 - Use of Force,2016/03/04 02:32:34+00,2.0,1.0,22.0,2,Windom Park,1.0
16-076649,Level 1 - Use of Force,2016/03/05 00:51:11+00,2.0,1.0,19.0,2,Marcy Holmes,1.0
16-077144,Level 1 - Use of Force,2016/03/05 13:38:27+00,1.0,1.0,17.0,4,Hawthorne,1.0
16-077144,Level 1 - Use of Force,2016/03/05 13:38:27+00,1.0,1.0,17.0,4,Hawthorne,1.0
16-077144,Level 1 - Use of Force,2016/03/05 13:38:27+00,1.0,1.0,17.0,4,Hawthorne,1.0
16-077462,Level 1 - Use of Force,2016/03/05 19:43:33+00,1.0,1.0,41.0,4,Hawthorne,1.0
16-077462,Level 1 - Use of Force,2016/03/05 19:43:33+00,1.0,1.0,41.0,4,Hawthorne,1.0
16-077462,Level 1 - Use of Force,2016/03/05 19:43:33+00,1.0,1.0,19.0,4,Hawthorne,1.0
16-077462,Level 1 - Use of Force,2016/03/05 19:43:33+00,1.0,1.0,41.0,4,Hawthorne,1.0
16-077462,Level 1 - Use of Force,2016/03/05 19:43:33+00,1.0,1.0,41.0,4,Hawthorne,1.0
16-077462,Level 1 - Use of Force,2016/03/05 19:43:33+00,1.0,1.0,19.0,4,Hawthorne,1.0
16-077462,Level 1 - Use of Force,2016/03/05 19:43:33+00,1.0,1.0,19.0,4,Hawthorne,1.0
16-077462,Level 1 - Use of Force,2016/03/05 19:43:33+00,1.0,1.0,19.0,4,Hawthorne,1.0
16-077723,Level 1 - Use of Force,2016/03/05 22:37:00+00,7.0,1.0,22.0,4,Jordan,0.0
16-077959,Level 1 - Use of Force,2016/03/06 01:28:45+00,1.0,1.0,32.0,4,Willard - Hay,0.0
16-077959,Level 1 - Use of Force,2016/03/06 01:28:45+00,1.0,1.0,32.0,4,Willard - Hay,0.0
16-077959,Level 1 - Use of Force,2016/03/06 01:28:45+00,1.0,1.0,32.0,4,Willard - Hay,0.0
16-077959,Level 1 - Use of Force,2016/03/06 01:28:45+00,1.0,1.0,32.0,4,Willard - Hay,0.0
16-079088,Level 1 - Use of Force,2016/03/07 02:38:41+00,1.0,1.0,18.0,1,Downtown West,0.0
16-079104,Level 1 - Use of Force,2016/03/07 03:13:43+00,1.0,1.0,25.0,1,Downtown West,0.0
16-079104,Level 1 - Use of Force,2016/03/07 03:13:43+00,1.0,1.0,25.0,1,Downtown West,0.0
16-079124,Level 1 - Use of Force,2016/03/07 05:13:12+00,1.0,1.0,25.0,1,Downtown West,0.0
16-079934,Level 1 - Use of Force,2016/03/07 18:18:46+00,1.0,1.0,24.0,3,Central,0.0
16-079934,Level 1 - Use of Force,2016/03/07 18:18:46+00,1.0,1.0,24.0,3,Central,0.0
16-079934,Level 1 - Use of Force,2016/03/07 18:18:46+00,1.0,1.0,24.0,3,Central,0.0
16-079934,Level 1 - Use of Force,2016/03/07 18:18:46+00,1.0,1.0,24.0,3,Central,0.0
16-079934,Level 1 - Use of Force,2016/03/07 18:18:46+00,1.0,1.0,24.0,3,Central,0.0
16-081173,Level 2 - Use of Force,2016/03/08 15:05:23+00,2.0,1.0,35.0,5,Whittier,1.0
16-081173,Level 1 - Use of Force,2016/03/08 15:05:23+00,2.0,1.0,35.0,5,Whittier,1.0
16-081173,Level 2 - Use of Force,2016/03/08 15:05:23+00,2.0,1.0,35.0,5,Whittier,1.0
16-081173,Level 1 - Use of Force,2016/03/08 15:05:23+00,2.0,1.0,35.0,5,Whittier,1.0
16-081173,Level 1 - Use of Force,2016/03/08 15:05:23+00,2.0,1.0,35.0,5,Whittier,1.0
16-081173,Level 1 - Use of Force,2016/03/08 15:05:23+00,2.0,1.0,35.0,5,Whittier,1.0
16-081173,Level 1 - Use of Force,2016/03/08 15:05:23+00,2.0,1.0,35.0,5,Whittier,1.0
16-081173,Level 1 - Use of Force,2016/03/08 15:05:23+00,2.0,1.0,35.0,5,Whittier,1.0
16-081736,Level 1 - Use of Force,2016/03/08 22:23:19+00,2.0,1.0,66.0,3,Longfellow,0.0
16-081736,Level 1 - Use of Force,2016/03/08 22:23:19+00,2.0,1.0,66.0,3,Longfellow,0.0
16-081876,Level 1 - Use of Force,2016/03/08 23:48:41+00,2.0,1.0,53.0,4,Folwell,0.0
16-081880,Level 1 - Use of Force,2016/03/08 23:50:48+00,1.0,1.0,34.0,3,East Phillips,0.0
16-081880,Level 1 - Use of Force,2016/03/08 23:50:48+00,1.0,1.0,34.0,3,East Phillips,0.0
16-085474,Level 3 - Use of Force,2016/03/11 15:16:13+00,3.0,1.0,28.0,1,Downtown West,0.0
16-085474,Level 1 - Use of Force,2016/03/11 15:16:13+00,3.0,1.0,28.0,1,Downtown West,0.0
16-085474,Level 1 - Use of Force,2016/03/11 15:16:13+00,3.0,1.0,28.0,1,Downtown West,0.0
16-086175,Level 1 - Use of Force,2016/03/11 22:13:47+00,1.0,1.0,28.0,3,Northrop,1.0
16-086457,Level 2 - Use of Force,2016/03/12 00:36:15+00,2.0,1.0,28.0,2,Windom Park,0.0
16-086619,Level 2 - Use of Force,2016/03/12 02:36:22+00,1.0,1.0,24.0,1,Downtown West,0.0
16-086637,Level 1 - Use of Force,2016/03/12 02:57:48+00,1.0,0.0,34.0,1,Cedar Riverside,0.0
16-086637,Level 1 - Use of Force,2016/03/12 02:57:48+00,1.0,0.0,0.0,1,Cedar Riverside,0.0
16-086637,Level 1 - Use of Force,2016/03/12 02:57:48+00,1.0,0.0,0.0,1,Cedar Riverside,0.0
16-086637,Level 1 - Use of Force,2016/03/12 02:57:48+00,1.0,0.0,34.0,1,Cedar Riverside,0.0
16-087240,Level 1 - Use of Force,2016/03/12 18:06:21+00,3.0,1.0,41.0,1,Cedar Riverside,1.0
16-087836,Level 1 - Use of Force,2016/03/13 00:59:29+00,2.0,1.0,30.0,2,Holland,1.0
16-087836,Level 1 - Use of Force,2016/03/13 00:59:29+00,2.0,1.0,30.0,2,Holland,1.0
16-087836,Level 1 - Use of Force,2016/03/13 00:59:29+00,2.0,1.0,30.0,2,Holland,1.0
16-087836,Level 1 - Use of Force,2016/03/13 00:59:29+00,2.0,1.0,30.0,2,Holland,1.0
16-087911,Level 1 - Use of Force,2016/03/13 03:05:15+00,1.0,0.0,0.0,1,Downtown West,0.0
16-087936,Level 1 - Use of Force,2016/03/13 03:22:27+00,1.0,0.0,23.0,4,Near - North,0.0
16-087936,Level 1 - Use of Force,2016/03/13 03:22:27+00,1.0,0.0,23.0,4,Near - North,0.0
16-088783,Level 1 - Use of Force,2016/03/13 23:28:49+00,2.0,1.0,70.0,5,Lowry Hill East,0.0
16-088874,Level 1 - Use of Force,2016/03/14 01:12:51+00,1.0,1.0,31.0,1,Downtown West,0.0
16-088874,Level 1 - Use of Force,2016/03/14 01:12:51+00,1.0,1.0,31.0,1,Downtown West,0.0
16-088874,Level 1 - Use of Force,2016/03/14 01:12:51+00,1.0,1.0,31.0,1,Downtown West,0.0
16-088900,Level 2 - Use of Force,2016/03/14 01:50:40+00,1.0,1.0,37.0,2,Bottineau,0.0
16-089039,Level 1 - Use of Force,2016/03/14 08:28:05+00,1.0,1.0,22.0,1,Downtown West,1.0
16-089039,Level 1 - Use of Force,2016/03/14 08:28:05+00,1.0,1.0,22.0,1,Downtown West,1.0
16-089064,Level 1 - Use of Force,2016/03/14 09:01:54+00,1.0,1.0,14.0,4,Webber - Camden,1.0
16-089064,Level 3 - Use of Force,2016/03/14 09:01:54+00,1.0,1.0,14.0,4,Webber - Camden,1.0
16-089064,Level 1 - Use of Force,2016/03/14 09:01:54+00,1.0,1.0,14.0,4,Webber - Camden,1.0
16-089881,Level 1 - Use of Force,2016/03/14 20:43:05+00,3.0,1.0,38.0,5,Lowry Hill,1.0
16-089881,Level 1 - Use of Force,2016/03/14 20:43:05+00,3.0,1.0,38.0,5,Lowry Hill,1.0
16-090206,Level 1 - Use of Force,2016/03/15 00:08:46+00,1.0,1.0,32.0,4,Folwell,1.0
16-090206,Level 2 - Use of Force,2016/03/15 00:08:46+00,1.0,1.0,32.0,4,Folwell,1.0
16-090993,Level 1 - Use of Force,2016/03/15 17:08:36+00,2.0,1.0,57.0,1,Downtown West,1.0
16-090993,Level 1 - Use of Force,2016/03/15 17:08:36+00,2.0,1.0,57.0,1,Downtown West,1.0
16-090993,Level 1 - Use of Force,2016/03/15 17:08:36+00,2.0,1.0,57.0,1,Downtown West,1.0
16-092305,Level 1 - Use of Force,2016/03/16 16:17:20+00,2.0,1.0,51.0,1,North Loop,0.0
16-092794,Level 3 - Use of Force,2016/03/16 22:48:24+00,1.0,1.0,22.0,2,Windom Park,1.0
16-092794,Level 1 - Use of Force,2016/03/16 22:48:24+00,1.0,1.0,22.0,2,Windom Park,1.0
16-093367,Level 2 - Use of Force,2016/03/17 11:41:16+00,1.0,1.0,24.0,2,Waite Park,1.0
16-094640,Level 2 - Use of Force,2016/03/18 07:04:31+00,1.0,1.0,27.0,4,Webber - Camden,1.0
16-095737,Level 1 - Use of Force,2016/03/18 22:42:07+00,1.0,1.0,47.0,1,Loring Park,0.0
16-095737,Level 1 - Use of Force,2016/03/18 22:42:07+00,1.0,1.0,47.0,1,Loring Park,0.0
16-095737,Level 1 - Use of Force,2016/03/18 22:42:07+00,1.0,1.0,47.0,1,Loring Park,0.0
16-096024,Level 1 - Use of Force,2016/03/19 02:26:10+00,1.0,0.0,30.0,1,Downtown West,0.0
16-096024,Level 1 - Use of Force,2016/03/19 02:26:10+00,1.0,1.0,30.0,1,Downtown West,0.0
16-096064,Level 1 - Use of Force,2016/03/19 03:23:37+00,3.0,1.0,36.0,3,Ventura Village,0.0
16-096064,Level 1 - Use of Force,2016/03/19 03:23:37+00,3.0,1.0,36.0,3,Ventura Village,0.0
16-096595,Level 1 - Use of Force,2016/03/19 17:46:36+00,3.0,1.0,38.0,1,Downtown West,1.0
16-096818,Level 1 - Use of Force,2016/03/19 20:23:24+00,2.0,1.0,31.0,5,Lowry Hill East,1.0
16-096818,Level 1 - Use of Force,2016/03/19 20:23:24+00,2.0,1.0,31.0,5,Lowry Hill East,1.0
16-097333,Level 1 - Use of Force,2016/03/20 02:05:44+00,0.0,1.0,21.0,4,Hawthorne,0.0
16-097333,Level 1 - Use of Force,2016/03/20 02:05:44+00,0.0,1.0,21.0,4,Hawthorne,0.0
16-097333,Level 1 - Use of Force,2016/03/20 02:05:44+00,0.0,1.0,21.0,4,Hawthorne,0.0
16-097333,Level 1 - Use of Force,2016/03/20 02:05:44+00,0.0,1.0,21.0,4,Hawthorne,0.0
16-097333,Level 1 - Use of Force,2016/03/20 02:05:44+00,0.0,1.0,21.0,4,Hawthorne,0.0
16-097468,Level 1 - Use of Force,2016/03/20 05:02:13+00,1.0,1.0,44.0,5,Lyndale,1.0
16-097844,Level 1 - Use of Force,2016/03/20 17:02:53+00,2.0,1.0,21.0,2,Bottineau,0.0
16-098180,Level 1 - Use of Force,2016/03/20 22:30:55+00,4.0,1.0,32.0,5,Lowry Hill East,1.0
16-098180,Level 1 - Use of Force,2016/03/20 22:30:55+00,4.0,1.0,32.0,5,Lowry Hill East,1.0
16-098360,Level 1 - Use of Force,2016/03/21 02:12:30+00,1.0,1.0,30.0,1,Downtown West,0.0
16-098360,Level 1 - Use of Force,2016/03/21 02:12:30+00,1.0,1.0,30.0,1,Downtown West,0.0
16-100232,Level 1 - Use of Force,2016/03/22 15:37:42+00,1.0,1.0,24.0,1,Elliot Park,1.0
16-100267,Level 1 - Use of Force,2016/03/22 16:12:59+00,1.0,1.0,21.0,4,Folwell,1.0
16-100267,Level 1 - Use of Force,2016/03/22 16:12:59+00,1.0,1.0,21.0,4,Folwell,1.0
16-100958,Level 1 - Use of Force,2016/03/23 00:56:26+00,1.0,1.0,21.0,1,Cedar Riverside,0.0
16-100958,Level 1 - Use of Force,2016/03/23 00:56:26+00,1.0,1.0,21.0,1,Cedar Riverside,0.0
16-100958,Level 1 - Use of Force,2016/03/23 00:56:26+00,1.0,1.0,21.0,1,Cedar Riverside,0.0
16-100958,Level 1 - Use of Force,2016/03/23 00:56:26+00,1.0,1.0,21.0,1,Cedar Riverside,0.0
16-101102,Level 1 - Use of Force,2016/03/23 05:31:38+00,1.0,1.0,23.0,1,Downtown West,1.0
16-101102,Level 1 - Use of Force,2016/03/23 05:31:38+00,1.0,1.0,23.0,1,Downtown West,1.0
16-101102,Level 1 - Use of Force,2016/03/23 05:31:38+00,1.0,1.0,23.0,1,Downtown West,1.0
16-101102,Level 1 - Use of Force,2016/03/23 05:31:38+00,1.0,1.0,23.0,1,Downtown West,1.0
16-101924,Level 1 - Use of Force,2016/03/23 20:07:16+00,1.0,1.0,25.0,1,Downtown West,0.0
16-103161,Level 1 - Use of Force,2016/03/24 17:47:25+00,1.0,1.0,43.0,3,Midtown Phillips,0.0
16-104439,Level 1 - Use of Force,2016/03/25 16:49:47+00,1.0,1.0,27.0,4,Near - North,1.0
16-104439,Level 1 - Use of Force,2016/03/25 16:49:47+00,1.0,1.0,27.0,4,Near - North,1.0
16-104439,Level 3 - Use of Force,2016/03/25 16:49:47+00,1.0,1.0,27.0,4,Near - North,1.0
16-104439,Level 1 - Use of Force,2016/03/25 16:49:47+00,1.0,1.0,27.0,4,Near - North,1.0
16-104476,Level 1 - Use of Force,2016/03/25 17:19:20+00,1.0,1.0,37.0,1,Elliot Park,0.0
16-104643,Level 1 - Use of Force,2016/03/25 19:06:51+00,3.0,1.0,24.0,5,Steven's Square - Loring Heights,0.0
16-104643,Level 1 - Use of Force,2016/03/25 19:06:51+00,3.0,1.0,24.0,5,Steven's Square - Loring Heights,0.0
16-104643,Level 1 - Use of Force,2016/03/25 19:06:51+00,3.0,1.0,24.0,5,Steven's Square - Loring Heights,0.0
16-104869,Level 1 - Use of Force,2016/03/25 21:22:11+00,1.0,1.0,20.0,1,Downtown West,1.0
16-104995,Level 1 - Use of Force,2016/03/25 22:21:59+00,2.0,1.0,25.0,2,St. Anthony West,1.0
16-104995,Level 1 - Use of Force,2016/03/25 22:21:59+00,2.0,1.0,25.0,2,St. Anthony West,1.0
16-104995,Level 1 - Use of Force,2016/03/25 22:21:59+00,2.0,1.0,25.0,2,St. Anthony West,1.0
16-105074,Level 2 - Use of Force,2016/03/25 23:06:47+00,1.0,1.0,31.0,4,Folwell,1.0
16-105363,Level 1 - Use of Force,2016/03/26 02:20:37+00,2.0,1.0,21.0,1,Downtown West,0.0
16-105404,Level 1 - Use of Force,2016/03/26 02:51:37+00,2.0,0.0,22.0,1,Downtown West,0.0
16-105404,Level 1 - Use of Force,2016/03/26 02:51:37+00,2.0,0.0,22.0,1,Downtown West,0.0
16-105404,Level 1 - Use of Force,2016/03/26 02:51:37+00,2.0,0.0,22.0,1,Downtown West,0.0
16-105404,Level 1 - Use of Force,2016/03/26 02:51:37+00,2.0,0.0,22.0,1,Downtown West,0.0
16-106707,Level 1 - Use of Force,2016/03/27 02:44:24+00,1.0,1.0,21.0,1,Downtown West,0.0
16-106707,Level 1 - Use of Force,2016/03/27 02:44:24+00,1.0,1.0,21.0,1,Downtown West,0.0
16-107121,Level 2 - Use of Force,2016/03/27 16:17:52+00,1.0,1.0,28.0,4,Willard - Hay,1.0
16-107121,Level 1 - Use of Force,2016/03/27 16:17:52+00,1.0,1.0,28.0,4,Willard - Hay,1.0
16-107121,Level 1 - Use of Force,2016/03/27 16:17:52+00,1.0,1.0,28.0,4,Willard - Hay,1.0
16-107121,Level 3 - Use of Force,2016/03/27 16:17:52+00,1.0,1.0,28.0,4,Willard - Hay,1.0
16-107121,Level 1 - Use of Force,2016/03/27 16:17:52+00,1.0,1.0,28.0,4,Willard - Hay,1.0
16-107508,Level 2 - Use of Force,2016/03/28 00:52:03+00,1.0,1.0,23.0,1,Downtown West,0.0
16-107508,Level 1 - Use of Force,2016/03/28 00:52:03+00,1.0,1.0,23.0,1,Downtown West,0.0
16-107508,Level 1 - Use of Force,2016/03/28 00:52:03+00,1.0,1.0,23.0,1,Downtown West,0.0
16-107508,Level 1 - Use of Force,2016/03/28 00:52:03+00,1.0,1.0,23.0,1,Downtown West,0.0
